1403636581113555456,0.01506,0.03082,0.21358,-0.02644,0.81727,0.05545,0.57297,0.05626,0.06551,0.59334,
1403636581213555456,0.01898,0.03350,0.26680,-0.02944,0.80853,0.05172,0.58544,0.03367,0.04944,0.46105,
1403636581313555456,0.01669,0.03423,0.30470,-0.03156,0.79882,0.05098,0.59857,-0.01801,0.05175,0.24138,
1403636581413555456,0.01500,0.03658,0.31405,-0.02794,0.79508,0.05181,0.60364,-0.02056,0.04264,-0.10754,
1403636581513555456,0.01004,0.03589,0.29491,-0.02235,0.79931,0.05573,0.59791,-0.01495,0.04543,-0.41775,
1403636581613555456,0.00580,0.03940,0.25303,-0.02287,0.80684,0.05462,0.58779,-0.00324,0.06694,-0.58837,
1403636581713555456,0.00187,0.04298,0.19897,-0.02339,0.81172,0.05532,0.58095,-0.01302,0.06467,-0.63897,
1403636581813555456,-0.00488,0.04068,0.14193,-0.02862,0.81343,0.05697,0.57816,-0.05589,0.08412,-0.64303,
1403636581913555456,-0.01276,0.03869,0.07995,-0.03338,0.81746,0.05688,0.57220,-0.06110,0.09890,-0.61239,
1403636582013555456,-0.01572,0.03528,0.02072,-0.03250,0.82609,0.05328,0.56008,-0.04327,0.09063,-0.52738,
1403636582113555456,-0.01213,0.02811,-0.02602,-0.03231,0.83566,0.05491,0.54554,-0.02908,0.09240,-0.33672,
1403636582213555456,-0.00925,0.02149,-0.05164,-0.03734,0.84242,0.05815,0.53437,0.01280,0.07820,-0.03792,
1403636582313555456,-0.00665,0.01530,-0.05160,-0.04174,0.84437,0.06058,0.53069,0.05389,0.06237,0.31039,
1403636582413555456,-0.00765,0.01446,-0.02217,-0.04595,0.83891,0.06063,0.53893,0.04176,0.04381,0.53647,
1403636582513555456,-0.00447,0.01620,0.03509,-0.04577,0.83075,0.06022,0.55148,0.05684,0.02338,0.64315,
1403636582613555456,-0.00089,0.01664,0.10028,-0.04150,0.82600,0.05906,0.55904,0.04829,0.00530,0.67500,
1403636582713555456,0.00131,0.01593,0.16724,-0.03918,0.82332,0.05616,0.56342,0.04929,-0.01110,0.66449,
1403636582813555456,0.00576,0.01330,0.23288,-0.03810,0.81895,0.04912,0.57049,0.05955,-0.03643,0.65541,
1403636582913555456,0.00931,0.00981,0.29583,-0.03573,0.81080,0.03999,0.58286,0.02394,-0.03217,0.57862,
1403636583013555456,0.00957,0.00754,0.34403,-0.03427,0.80099,0.03669,0.59657,-0.01174,-0.01735,0.35396,
1403636583113555456,0.00729,0.00559,0.36378,-0.03283,0.79632,0.03778,0.60280,-0.00930,-0.01584,0.03761,
1403636583213555456,0.00507,0.00400,0.34971,-0.02842,0.79689,0.03982,0.60214,-0.00959,0.00993,-0.29587,
1403636583313555456,0.00493,0.00479,0.30867,-0.02924,0.79924,0.04167,0.59885,0.00679,0.00312,-0.51620,
1403636583413555456,0.00531,0.00442,0.25129,-0.03163,0.80204,0.04354,0.59484,-0.00504,-0.02108,-0.64742,
1403636583513555456,0.00334,0.00239,0.18494,-0.03301,0.80568,0.04819,0.58946,-0.02541,-0.02227,-0.69650,
1403636583613555456,0.00131,-0.00018,0.11438,-0.02891,0.81141,0.05022,0.58160,-0.02382,-0.01498,-0.71011,
1403636583713555456,-0.00321,-0.00218,0.04654,-0.03516,0.82240,0.04950,0.56566,-0.04538,0.00369,-0.63608,
1403636583813555456,-0.00830,-0.00491,-0.01175,-0.04005,0.83471,0.04673,0.54723,-0.04914,-0.00174,-0.52158,
1403636583913555456,-0.00909,-0.00910,-0.05828,-0.03769,0.84160,0.04957,0.53650,-0.04281,-0.00754,-0.37946,
1403636584013555456,-0.01230,-0.00788,-0.08595,-0.03814,0.84363,0.05637,0.53259,-0.03588,0.02370,-0.15694,
1403636584113555456,-0.01499,-0.00563,-0.08861,-0.04335,0.84327,0.06093,0.53227,0.01527,0.02305,0.12297,
1403636584213555456,-0.01325,-0.00399,-0.06126,-0.04507,0.84299,0.06343,0.53227,0.04475,0.01851,0.39541,
1403636584313555456,-0.00875,-0.00183,-0.01217,-0.04537,0.84102,0.06349,0.53535,0.06331,0.01973,0.55507,
1403636584413555456,-0.00076,-0.00084,0.05115,-0.03875,0.83890,0.06453,0.53905,0.09539,0.00127,0.68134,
1403636584513555456,0.00846,0.00012,0.12265,-0.03299,0.83430,0.06408,0.54657,0.09620,0.01900,0.73762,
1403636584613555456,0.01730,0.00204,0.19720,-0.03142,0.82594,0.05951,0.55973,0.08511,0.01820,0.73891,
1403636584713555456,0.02313,0.00398,0.26776,-0.02799,0.81415,0.05330,0.57752,0.04000,0.01967,0.65930,
1403636584813555456,0.02506,0.00637,0.32792,-0.02502,0.80367,0.04854,0.59257,0.00427,0.02758,0.53202,
1403636584913555456,0.02312,0.00906,0.37046,-0.02791,0.79702,0.04455,0.60166,-0.01585,0.03671,0.29964,
1403636585013555456,0.02199,0.01080,0.38487,-0.02876,0.79604,0.03934,0.60328,0.01228,0.02400,-0.00627,
1403636585113555456,0.02236,0.01143,0.37026,-0.02823,0.79857,0.03713,0.60009,0.01949,0.01525,-0.27837,
1403636585213555456,0.02432,0.01077,0.33447,-0.02402,0.80229,0.03426,0.59546,0.02888,-0.01461,-0.46217,
1403636585313555456,0.02679,0.00848,0.28576,-0.01570,0.80580,0.03627,0.59087,0.03076,-0.03423,-0.53482,
1403636585413555456,0.02664,0.00310,0.23335,-0.01040,0.80940,0.04130,0.58571,0.01650,-0.02105,-0.53322,
1403636585513555456,0.02308,-0.00234,0.18156,-0.01330,0.81489,0.04812,0.57746,-0.04008,-0.02231,-0.49718,
1403636585613555456,0.01245,-0.00767,0.13606,-0.02310,0.82129,0.05666,0.56721,-0.10566,-0.02005,-0.39131,
1403636585713555456,0.00097,-0.01101,0.10480,-0.03573,0.82901,0.06104,0.55474,-0.11261,-0.02066,-0.23979,
1403636585813555456,-0.01000,-0.01294,0.08757,-0.04599,0.83770,0.06115,0.54075,-0.10292,-0.00898,-0.10602,
1403636585913555456,-0.01952,-0.01421,0.08288,-0.05373,0.84761,0.06051,0.52441,-0.08090,-0.00715,-0.00982,
1403636586013555456,-0.02610,-0.01549,0.08420,-0.05205,0.85976,0.05586,0.50496,-0.04362,-0.00704,0.02183,
1403636586113555456,-0.03111,-0.01541,0.08757,-0.04119,0.87198,0.04753,0.48548,-0.04842,0.02782,0.04586,
1403636586213555456,-0.03794,-0.01201,0.09225,-0.03644,0.88106,0.04035,0.46988,-0.07329,0.03880,0.04329,
1403636586313555456,-0.04672,-0.00985,0.09616,-0.03639,0.89023,0.03695,0.45256,-0.08829,0.01056,0.02854,
1403636586413555456,-0.05640,-0.01008,0.09825,-0.03704,0.89960,0.03294,0.43389,-0.10855,-0.01206,0.00838,
1403636586513555456,-0.06679,-0.01338,0.10014,-0.03576,0.90739,0.03444,0.41734,-0.08152,-0.04939,0.02375,
1403636586613555456,-0.07265,-0.01978,0.10391,-0.03708,0.91158,0.03766,0.40771,-0.01746,-0.07597,0.04221,
1403636586713555456,-0.07285,-0.02880,0.10819,-0.03888,0.91074,0.03773,0.40941,0.02523,-0.08453,0.02742,
1403636586813555456,-0.06922,-0.03730,0.11027,-0.04399,0.90725,0.03909,0.41646,0.05778,-0.08619,0.00477,
1403636586913555456,-0.06441,-0.04199,0.10970,-0.04531,0.90431,0.04316,0.42226,0.05104,-0.01939,-0.01647,
1403636587013555456,-0.05937,-0.04358,0.10921,-0.04745,0.90262,0.04920,0.42497,0.05966,-0.00780,-0.00746,
1403636587113555456,-0.05358,-0.04509,0.10975,-0.04778,0.90389,0.05373,0.42167,0.06151,-0.03113,-0.00642,
1403636587213555456,-0.04674,-0.05089,0.10944,-0.04767,0.90562,0.05629,0.41763,0.07260,-0.08716,-0.01270,
1403636587313555456,-0.03820,-0.06295,0.10870,-0.04787,0.90665,0.05464,0.41558,0.09585,-0.16270,-0.01329,
1403636587413555456,-0.02754,-0.08207,0.10812,-0.04734,0.90775,0.05177,0.41360,0.10610,-0.22597,-0.01221,
1403636587513555456,-0.01714,-0.10801,0.10779,-0.04846,0.90907,0.04756,0.41108,0.10179,-0.29421,-0.00570,
1403636587613555456,-0.00658,-0.14039,0.10810,-0.04849,0.90953,0.04303,0.41056,0.10911,-0.34629,0.01207,
1403636587713555456,0.00526,-0.17634,0.10983,-0.04742,0.90762,0.03661,0.41551,0.12299,-0.36709,0.02506,
1403636587813555456,0.01688,-0.21297,0.11152,-0.04503,0.90527,0.02856,0.42147,0.10967,-0.36769,0.00565,
1403636587913555456,0.02618,-0.24845,0.11006,-0.04165,0.90570,0.02202,0.42128,0.08128,-0.34835,-0.03053,
1403636588013555456,0.03319,-0.28114,0.10617,-0.03375,0.90982,0.01613,0.41332,0.06178,-0.31267,-0.04611,
1403636588113555456,0.03866,-0.30743,0.10122,-0.03103,0.91336,0.01097,0.40581,0.04599,-0.23661,-0.04974,
1403636588213555456,0.04291,-0.32672,0.09682,-0.03062,0.91430,0.01157,0.40372,0.03111,-0.16065,-0.03991,
1403636588313555456,0.04569,-0.33772,0.09347,-0.03350,0.91321,0.01162,0.40593,0.01097,-0.07303,-0.02360,
1403636588413555456,0.04587,-0.34059,0.09118,-0.03685,0.91177,0.01148,0.40887,-0.02064,0.00761,-0.01575,
1403636588513555456,0.04314,-0.33595,0.09107,-0.03549,0.91184,0.01086,0.40886,-0.04624,0.08182,0.02348,
1403636588613555456,0.03829,-0.32288,0.09452,-0.03460,0.91167,0.01097,0.40931,-0.07256,0.17091,0.04688,
1403636588713555456,0.03041,-0.30222,0.09771,-0.03724,0.91164,0.01263,0.40911,-0.10253,0.24006,0.01735,
1403636588813555456,0.02094,-0.27552,0.09847,-0.04002,0.91274,0.01713,0.40621,-0.09941,0.29139,0.00236,
1403636588913555456,0.01080,-0.24217,0.09910,-0.04426,0.91290,0.02050,0.40527,-0.11472,0.35546,0.01760,
1403636589013555456,-0.00110,-0.20387,0.10213,-0.04810,0.91160,0.02557,0.40745,-0.12885,0.39788,0.04447,
1403636589113555456,-0.01434,-0.16261,0.10733,-0.05196,0.90907,0.03191,0.41217,-0.12784,0.42301,0.06180,
