# timestamp, p_WS_W_x, p_WS_W_y, p_WS_W_z, q_WS_x, q_WS_y, q_WS_z, q_WS_w, v_WS_W_x, v_WS_W_y, v_WS_W_z, b_g_x, b_g_y, b_g_z, b_a_x, b_a_y, b_a_z
1520511143156637778, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 5.742639903043508104e-02, -5.373654783108214317e-02, 0.000000000000000000e+00, 9.969024988039678625e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00
1520511143206636778, 4.642024048848770752e-04, -2.388058861218092857e-04, 5.942526146927192259e-04, 6.499158320437735392e-02, -4.911582447124769601e-02, -2.357693114611977142e-03, 9.966735529662034132e-01, 1.091724128911680108e-02, -6.801956523090197521e-03, 1.050492365158330922e-02, 3.417602451186997728e-05, -5.581479510691834751e-06, -7.748657947148474129e-07, -4.261953222968200539e-07, 2.125995754671239050e-07, -9.665030339422249149e-07
1520511143256638778, 2.708451749771963006e-03, -4.233029231220035438e-03, 3.580251698235194062e-03, 7.535799775978921367e-02, -4.361366793774399536e-02, -2.300661951352806715e-03, 9.961996421888724695e-01, 2.917194462236753077e-02, -5.894322644649194198e-02, 3.423056235609057280e-02, -2.825254190880138652e-03, 1.390627753890496220e-03, -2.368278573019998341e-03, -9.362586264779335825e-04, 7.817854532231696164e-04, 4.893303032427436926e-04
1520511143306639778, 2.438516837179345760e-03, -6.151106456494947680e-03, 1.091530914626934884e-02, 7.487790605595862070e-02, -3.763173036840569696e-02, -1.321650346532289143e-03, 9.964815127710681120e-01, 2.193640993350510007e-02, -6.835937598609989618e-02, 6.862588502042660243e-02, -1.511647223829657360e-03, 1.191237132150248148e-03, -8.224757621179759615e-04, 4.885882029320544394e-06, 5.258938160773992212e-05, -3.834620108222076818e-05
1520511143356641778, 4.508741382868563380e-03, 2.530645041435633340e-03, -4.469977514850162481e-03, 5.371849348842892141e-02, -3.365613492158753967e-02, 2.090855682621938546e-03, 9.979865812534696179e-01, 3.255417813441439934e-02, 1.867341708055487992e-02, -2.013482275841795704e-02, 9.022361216847404625e-04, -2.893698007748657288e-04, 7.551612527458810434e-04, 3.079251341611622045e-05, -9.536750335123915035e-04, -6.801410035381827597e-04
1520511143406688778, 7.225050542308274898e-03, 8.698540577164229869e-04, -6.779624276118485435e-04, 5.967102170924326598e-02, -3.435967578238781350e-02, 4.111204063937216879e-03, 9.976181032085619238e-01, 2.581305033670449126e-02, -1.920723280352228113e-02, -6.815369338745583608e-03, -7.363350727746495233e-05, -1.825305008775215303e-03, 5.999473826586520326e-04, 1.347962965212638840e-04, 2.593325759106137164e-04, 1.713116496265794505e-03
1520511143456643778, 1.272235321178611517e-02, -5.502094976387077651e-04, -2.350446506281821547e-03, 7.511150626298025712e-02, -3.132939279749048789e-02, 3.973270483005272163e-03, 9.966749439488864493e-01, 5.368067153177351336e-02, -7.180434767191826162e-02, -8.159918339364365114e-03, -3.146323042227357268e-04, -1.451430132732817223e-03, -2.069527638847832533e-03, -3.586626684113556913e-03, -4.137263978969058290e-05, 4.312945984316330587e-04
1520511143506645778, 1.621931821026162054e-02, -4.486907652556336272e-03, -2.537167373525834723e-03, 7.444468552223423852e-02, -2.917442937084109220e-02, 4.250912434940063919e-03, 9.967892310874211237e-01, 7.704133564284881830e-02, -9.074138857320082630e-02, 4.519010721090604282e-03, -3.079326968785921236e-04, -1.463814966192628639e-03, -2.036961841602294692e-03, -3.547784619269486392e-03, -3.141034621712990185e-05, 3.843208763460592031e-04
1520511143556647778, 2.098486373992820148e-02, -9.509448127667496573e-03, -2.240201126499766649e-03, 7.479777512465281275e-02, -3.075649796636497138e-02, 3.860244463811772497e-03, 9.967168249718304507e-01, 1.032338536015283692e-01, -1.129788679682275920e-01, 9.247174676487592004e-03, -2.866677064302551657e-04, -1.504695165970365177e-03, -1.946985269319053205e-03, -3.645685654127616294e-03, -6.578912475081890405e-05, 3.285047496486891237e-04
1520511143606708567, 2.901605525582465206e-02, -1.410328526289062953e-02, -2.232083408020574516e-03, 7.497191870289987570e-02, -3.238579154210334543e-02, 3.221728199686661395e-03, 9.966543996690149232e-01, 1.384466765558080570e-01, -1.215328802313144219e-01, 1.974747660397190366e-02, -1.579168823370218091e-05, -1.966199888423183616e-03, -1.532010175426972744e-03, -3.789715296797236017e-03, -2.862984197631412812e-04, 2.260370065022099945e-03
1520511143656710567, 3.721931230473109892e-02, -1.959652189808856054e-02, -9.286846208366376747e-04, 7.267348067437998105e-02, -3.329550171164653849e-02, 2.402805255061690563e-03, 9.967969709521325994e-01, 1.735908007235412720e-01, -1.332291216481844287e-01, 4.050518632197874086e-02, 1.829047962204406633e-04, -2.100234044852573780e-03, -1.302198104995749145e-03, -4.478172417092528799e-03, -3.308435242952221362e-04, 3.558569708983760297e-03
1520511143706711567, 4.733664265893136602e-02, -2.568656950277948062e-02, 1.153392066690280297e-03, 6.715598565236775841e-02, -3.391178840630793001e-02, 1.312896017502941833e-03, 9.971651520697021320e-01, 2.091509648507551833e-01, -1.443993178821645906e-01, 4.743108690597477167e-02, 3.598223990314688221e-04, -1.979931519095560252e-03, -1.053635408144751968e-03, -4.987695623636784897e-03, -3.750358519313846126e-04, 4.345240842810702518e-03
1520511143756713567, 6.110344001482441445e-02, -2.875503137893889449e-02, 2.534839943587288702e-03, 6.192472179181812697e-02, -3.368835295376462757e-02, -5.854399106508251368e-04, 9.975119452750325078e-01, 2.460506843548668499e-01, -1.437800960694086694e-01, 4.581544558023142866e-02, 1.171634170688549623e-03, -1.414673648460198704e-03, 1.092197303154998872e-04, -6.311669881762387718e-03, -6.838448279491166765e-04, 5.375023198930322342e-03
1520511143806714567, 9.940277321789937892e-02, -3.654017698367049809e-03, -5.152974299163540564e-03, 5.218434384273201027e-02, -3.321824626210445608e-02, -3.352374908523979985e-03, 9.980792072553392735e-01, 3.211621506923533764e-01, -5.418028480861658558e-02, 3.081598910068251984e-02, 6.639522030669605009e-03, 2.339704106372131331e-03, 5.207627092873026373e-03, -1.430955928788115936e-02, -2.685605362016098719e-03, 8.475312154921340116e-03
1520511143856716567, 1.372444392307838323e-01, 6.408038092072271263e-03, -9.613391410033710754e-03, 4.952226888606359179e-02, -2.960089201549591376e-02, -4.025926925649473721e-03, 9.983261611260383361e-01, 3.993897530595474921e-01, -1.799204023735368266e-02, 2.511627448420417075e-02, 7.956173478717042113e-03, 3.028922807042598413e-03, 5.671421630689776720e-03, -1.122893136291348848e-02, -8.649479697624229066e-03, 6.622463021170599436e-03
